,id,subsector,nivel,eje,n°,desccorta,desclarga
631,632,Lenguaje,8,Escritura,18,Construir textos con referencias claras,"Construir textos con referencias claras:
 • usando recursos de correferencia como deícticos –en particular, pronombres personales tónicos y átonos– y nominalización, sustitución pronominal y elipsis, entre otros
• analizando si los recursos de correferencia utilizados evitan o contribuyen a la pérdida del referente, cambios de sentido o problemas de estilo"
632,633,Lenguaje,8,Escritura,19,"Conocer los modos verbales, analizar sus usos","Conocer los modos verbales, analizar sus usos y seleccionar el más apropiado para lograr un efecto en el lector, especialmente al escribir textos con finalidad persuasiva."
633,634,Lenguaje,8,Escritura,20,Escribir correctamente para facilitar la comprensión al lector,"Escribir correctamente para facilitar la comprensión al lector:
 • aplicando todas las reglas de ortografía literal y acentual 
• verificando la escritura de las palabras cuya ortografía no está sujeta a reglas 
• usando correctamente punto, coma, raya y dos puntos"
634,635,Lenguaje,8,COMUNICACIÓN ORAL,21,"Comprender, comparar y evaluar textos orales audiovisuales","Comprender, comparar y evaluar textos orales y audiovisuales tales como exposiciones, discursos, documentales, noticias, reportajes, etc., considerando:
 • su postura personal frente a lo escuchado y argumentos que la sustenten
 • los temas, conceptos o hechos principales 
• el contexto en el que se enmarcan los textos
 • prejuicios expresados en los textos 
• una distinción entre los hechos y las opiniones expresados 
• diferentes puntos de vista expresados en los textos
 • las relaciones que se establecen entre imágenes, texto y sonido 
• relaciones entre lo escuchado y los temas y obras estudiados durante el curso"
635,636,Lenguaje,8,COMUNICACIÓN ORAL,22,Dialogar constructivamente para debatir o explorar ideas,"Dialogar constructivamente para debatir o explorar ideas: 
• manteniendo el foco 
• demostrando comprensión de lo dicho por el interlocutor 
• fundamentando su postura de manera pertinente 
• formulando preguntas o comentarios que estimulen o hagan avanzar la discusión o profundicen un aspecto del tema 
• negociando acuerdos con los interlocutores 
• reformulando sus comentarios para desarrollarlos mejor
 • considerando al interlocutor para la toma de turnos"
636,637,Lenguaje,8,COMUNICACIÓN ORAL,23,Expresarse frente a una audiencia de manera clara y adecuada,"Expresarse frente a una audiencia de manera clara y adecuada a la situación para comunicar temas de su interés: 
• presentando información fidedigna y que denota una investigación previa 
• siguiendo una progresión temática clara 
• recapitulando la información más relevante o más compleja para asegurarse de que la audiencia comprenda
 • usando un vocabulario variado y preciso y evitando el uso de muletillas
 • usando conectores adecuados para hilar la presentación 
• usando material visual que apoye lo dicho y se relacione directamente con lo que se explica"
637,638,Lenguaje,8,COMUNICACIÓN ORAL,24,Usar conscientemente los elementos que  configuran los textos orales,"Usar conscientemente los elementos que influyen y configuran los textos orales: 
• comparando textos orales y escritos para establecer las diferencias, considerando el contexto y el destinatario
 • demostrando dominio de los distintos registros y empleándolos adecuadamente según la situación
• utilizando estrategias que permiten cuidar la relación con el otro, especialmente al mostrar desacuerdo 
• utilizando un volumen, una velocidad y una dicción adecuados al propósito y a la situación"
638,639,Lenguaje,8,Investigación sobre Lengua y sobre literatura,25,Realizar investigaciones sobre diversos temas,"Realizar investigaciones sobre diversos temas para complementar sus lecturas o responder interrogantes relacionadas con el lenguaje y la literatura: 
• delimitando el tema de investigación 
• aplicando criterios para determinar la confiabilidad de las fuentes consultadas
 • usando los organizadores y la estructura textual para encontrar información de manera eficiente • evaluando si los textos entregan suficiente información para responder una determinada pregunta o cumplir un propósito 
• descartando fuentes que no aportan a la investigación porque se alejan del tema 
• organizando en categorías la información encontrada en las fuentes investigadas 
• registrando la información bibliográfica de las fuentes consultadas
 • elaborando un texto oral o escrito bien estructurado que comunique sus hallazgos."
639,640,Lenguaje,8,Investigación sobre Lengua y sobre literatura,26,"Sintetizar, registrar y ordenar las ideas principales de textos","Sintetizar, registrar y ordenar las ideas principales de textos escuchados o leídos para satisfacer propósitos como estudiar, hacer una investigación, recordar detalles, etc."
640,641,Ciencias Naturales,9,Biología,1," Explicar, basándose en evidencias, que los fósiles"," Explicar, basándose en evidencias, que los fósiles"
641,642,Ciencias Naturales,9,Biología,2, Analizar e interpretar datos para proveer de evidencias que apoyen que la diversidad de organismos es el resultado de la evolución, Analizar e interpretar datos para proveer de evidencias que apoyen que la diversidad de organismos es el resultado de la evolución
642,643,Ciencias Naturales,9,Biología,3," Explicar, basándose en evidencias, que la clasificación de la diversidad de organismos se construye a través del tiempo sobre la base de criterios taxonómicos que permiten organizarlos en grupos y subgrupos, identificando sus relaciones de parentesco con ancestros comunes"," Explicar, basándose en evidencias, que la clasificación de la diversidad de organismos se construye a través del tiempo sobre la base de criterios taxonómicos que permiten organizarlos en grupos y subgrupos, identificando sus relaciones de parentesco con ancestros comunes"
643,644,Ciencias Naturales,9,Biología,4," Investigar y explicar cómo se organizan e interactúan los seres vivos en diversos ecosistemas, a partir de ejemplos de Chile"," Investigar y explicar cómo se organizan e interactúan los seres vivos en diversos ecosistemas, a partir de ejemplos de Chile"
644,645,Ciencias Naturales,9,Biología,5," Analizar e interpretar los factores que afectan el tamaño de las poblaciones (propagación de enfermedades, disponibilidad de energía y de recursos alimentarios, sequías, entre otros) y predecir posibles consecuencias sobre el ecosistema"," Analizar e interpretar los factores que afectan el tamaño de las poblaciones (propagación de enfermedades, disponibilidad de energía y de recursos alimentarios, sequías, entre otros) y predecir posibles consecuencias sobre el ecosistema"
645,646,Ciencias Naturales,9,Biología,6, Desarrollar modelos que expliquen, Desarrollar modelos que expliquen
646,647,Ciencias Naturales,9,Biología,7," Explicar, por medio de una investigación, el rol de la fotosíntesis y la respiración celular en el ecosistema considerando"," Explicar, por medio de una investigación, el rol de la fotosíntesis y la respiración celular en el ecosistema considerando"
647,648,Ciencias Naturales,9,Biología,8," Explicar y evaluar los efectos de acciones humanas (conservación ambiental, cultivos, forestación y deforestación, entre otras) y de fenómenos naturales (sequías, erupciones volcánicas, entre otras) en relación con"," Explicar y evaluar los efectos de acciones humanas (conservación ambiental, cultivos, forestación y deforestación, entre otras) y de fenómenos naturales (sequías, erupciones volcánicas, entre otras) en relación con"
648,649,Ciencias Naturales,9,Física,9," Demostrar que comprenden, por medio de la creación de modelos y experimentos, que las ondas transmiten energía y que se pueden reflejar, refractar y absorber, explicando y considerando"," Demostrar que comprenden, por medio de la creación de modelos y experimentos, que las ondas transmiten energía y que se pueden reflejar, refractar y absorber, explicando y considerando"
649,650,Ciencias Naturales,9,Física,10," Explicar fenómenos del sonido perceptibles por las personas, como el eco, la resonancia y el efecto Doppler, entre otros, utilizando el modelo ondulatorio y por medio de la experimentación"," Explicar fenómenos del sonido perceptibles por las personas, como el eco, la resonancia y el efecto Doppler, entre otros, utilizando el modelo ondulatorio y por medio de la experimentación"
650,651,Ciencias Naturales,9,Física,11," Explicar fenómenos luminosos, como la reflexión, la refracción, la interferencia y el efecto Doppler, entre otros, por medio de la experimentación y el uso de modelos"," Explicar fenómenos luminosos, como la reflexión, la refracción, la interferencia y el efecto Doppler, entre otros, por medio de la experimentación y el uso de modelos"
651,652,Ciencias Naturales,9,Física,12, Explorar y describir el funcionamiento del oído y del ojo humano, Explorar y describir el funcionamiento del oído y del ojo humano
652,653,Ciencias Naturales,9,Física,13," Describir el origen y la propagación, por medio del modelo ondulatorio, de la energía liberada en un sismo"," Describir el origen y la propagación, por medio del modelo ondulatorio, de la energía liberada en un sismo"
653,654,Ciencias Naturales,9,Física,14, Crear modelos que expliquen los fenómenos astronómicos del sistema solar relacionados con, Crear modelos que expliquen los fenómenos astronómicos del sistema solar relacionados con
654,655,Ciencias Naturales,9,Física,15," Describir y comparar diversas estructuras cósmicas, como meteoros, asteroides, cometas, satélites, planetas, estrellas, nebulosas, galaxias y cúmulo de galaxias"," Describir y comparar diversas estructuras cósmicas, como meteoros, asteroides, cometas, satélites, planetas, estrellas, nebulosas, galaxias y cúmulo de galaxias"
655,656,Ciencias Naturales,9,Física,16," Investigar y explicar sobre la investigación astronómica en Chile y el resto del mundo, considerando aspectos como"," Investigar y explicar sobre la investigación astronómica en Chile y el resto del mundo, considerando aspectos como"
656,657,Ciencias Naturales,9,Química,17," Investigar experimentalmente y explicar, usando evidencias, que la fermentación, la combustión provocada por un motor y un calefactor, y la oxidación de metales, entre otras, son reacciones químicas presentes en la vida diaria"," Investigar experimentalmente y explicar, usando evidencias, que la fermentación, la combustión provocada por un motor y un calefactor, y la oxidación de metales, entre otras, son reacciones químicas presentes en la vida diaria"
657,658,Ciencias Naturales,9,Química,18, Desarrollar un modelo que describa cómo el número total de átomos no varía en una reacción química y cómo la masa se conserva aplicando la ley de la conservación de la materia, Desarrollar un modelo que describa cómo el número total de átomos no varía en una reacción química y cómo la masa se conserva aplicando la ley de la conservación de la materia
658,659,Ciencias Naturales,9,Química,19," Explicar la formación de compuestos binarios y ternarios, considerando las fuerzas eléctricas entre partículas y la nomenclatura inorgánica correspondiente"," Explicar la formación de compuestos binarios y ternarios, considerando las fuerzas eléctricas entre partículas y la nomenclatura inorgánica correspondiente"
659,660,Ciencias Naturales,9,Química,20," Establecer relaciones cuantitativas entre reactantes y productos en reacciones químicas (estequiometría) y explicar la formación de compuestos útiles para los seres vivos, como la formación de la glucosa en la fotosíntesis"," Establecer relaciones cuantitativas entre reactantes y productos en reacciones químicas (estequiometría) y explicar la formación de compuestos útiles para los seres vivos, como la formación de la glucosa en la fotosíntesis"
660,661,Ciencias Naturales,10,Biología,1," Explicar cómo el sistema nervioso coordina las acciones del organismo para adaptarse a estímulos del ambiente por medio de señales transmitidas por neuronas a lo largo del cuerpo, e investigar y comunicar sus cuidados, como las horas de sueño, el consumo de drogas, café y alcohol, y la prevención de traumatismos"," Explicar cómo el sistema nervioso coordina las acciones del organismo para adaptarse a estímulos del ambiente por medio de señales transmitidas por neuronas a lo largo del cuerpo, e investigar y comunicar sus cuidados, como las horas de sueño, el consumo de drogas, café y alcohol, y la prevención de traumatismos"
661,662,Ciencias Naturales,10,Biología,2, Crear modelos que expliquen la regulación de, Crear modelos que expliquen la regulación de
662,663,Ciencias Naturales,10,Biología,3," Explicar que la sexualidad humana y la reproducción son aspectos fundamentales de la vida del ser humano, considerando los aspectos biológicos, sociales, afectivos y psicológicos, y la responsabilidad individual frente a sí mismo y los demás"," Explicar que la sexualidad humana y la reproducción son aspectos fundamentales de la vida del ser humano, considerando los aspectos biológicos, sociales, afectivos y psicológicos, y la responsabilidad individual frente a sí mismo y los demás"
663,664,Ciencias Naturales,10,Biología,4," Describir la fecundación, la implantación y el desarrollo del embrión, y analizar la responsabilidad de los padres en la nutrición prenatal y la lactancia"," Describir la fecundación, la implantación y el desarrollo del embrión, y analizar la responsabilidad de los padres en la nutrición prenatal y la lactancia"
664,665,Ciencias Naturales,10,Biología,5, Explicar y evaluar los métodos de regulación de la fertilidad e identificar los elementos de una paternidad y una maternidad responsables, Explicar y evaluar los métodos de regulación de la fertilidad e identificar los elementos de una paternidad y una maternidad responsables
665,666,Ciencias Naturales,10,Biología,6," Investigar y argumentar, basándose en evidencias, que el material genético se transmite de generación en generación en organismos como plantas y animales"," Investigar y argumentar, basándose en evidencias, que el material genético se transmite de generación en generación en organismos como plantas y animales"
666,667,Ciencias Naturales,10,Biología,7," Desarrollar una explicación científica, basada en evidencias, sobre los procesos de herencia genética en plantas y animales, aplicando los principios básicos de la herencia propuestos por Mendel"," Desarrollar una explicación científica, basada en evidencias, sobre los procesos de herencia genética en plantas y animales, aplicando los principios básicos de la herencia propuestos por Mendel"
667,668,Ciencias Naturales,10,Biología,8," Investigar y explicar las aplicaciones que han surgido a raíz de la manipulación genética para generar alimentos, detergentes, vestuario, fármacos u otras, y evaluar sus implicancias éticas y sociales"," Investigar y explicar las aplicaciones que han surgido a raíz de la manipulación genética para generar alimentos, detergentes, vestuario, fármacos u otras, y evaluar sus implicancias éticas y sociales"
668,669,Ciencias Naturales,10,Física,9," Analizar, sobre la base de la experimentación, el movimiento rectilíneo uniforme y acelerado de un objeto respecto de un sistema de referencia espacio-temporal, considerando variables como la posición, la velocidad y la aceleración en situaciones cotidianas"," Analizar, sobre la base de la experimentación, el movimiento rectilíneo uniforme y acelerado de un objeto respecto de un sistema de referencia espacio-temporal, considerando variables como la posición, la velocidad y la aceleración en situaciones cotidianas"
669,670,Ciencias Naturales,10,Física,10," Explicar, por medio de investigaciones experimentales, los efectos que tiene una fuerza neta sobre un objeto, utilizando las leyes de Newton y el diagrama de cuerpo libre"," Explicar, por medio de investigaciones experimentales, los efectos que tiene una fuerza neta sobre un objeto, utilizando las leyes de Newton y el diagrama de cuerpo libre"
670,671,Ciencias Naturales,10,Física,11,"Describir el movimiento de un objeto, usando la ley de conservación de la energía mecánica y los conceptos de trabajo y potencia mecánica","Describir el movimiento de un objeto, usando la ley de conservación de la energía mecánica y los conceptos de trabajo y potencia mecánica"
671,672,Ciencias Naturales,10,Física,12, Analizar e interpretar datos de investigaciones sobre colisiones entre objetos, Analizar e interpretar datos de investigaciones sobre colisiones entre objetos
672,673,Ciencias Naturales,10,Física,13," Demostrar que comprenden que el conocimiento del Universo cambia y aumenta a partir de nuevas evidencias, usando modelos como el geocéntrico y el heliocéntrico, y teorías como la del Big-Bang, entre otros"," Demostrar que comprenden que el conocimiento del Universo cambia y aumenta a partir de nuevas evidencias, usando modelos como el geocéntrico y el heliocéntrico, y teorías como la del Big-Bang, entre otros"
673,674,Ciencias Naturales,10,Física,14, Explicar cualitativamente por medio de las leyes de Kepler y la de gravitación universal de Newton, Explicar cualitativamente por medio de las leyes de Kepler y la de gravitación universal de Newton
674,675,Ciencias Naturales,10,Química,15," Explicar, por medio de modelos y la experimentación, las propiedades de las soluciones en ejemplos cercanos"," Explicar, por medio de modelos y la experimentación, las propiedades de las soluciones en ejemplos cercanos"
675,676,Ciencias Naturales,10,Química,16, Planificar y conducir una investigación experimental para proveer evidencias que expliquen las propiedades coligativas de las soluciones y su importancia en procesos cotidianos (la mantención de frutas y mermeladas en conserva) e industriales (aditivos en el agua de radiadores), Planificar y conducir una investigación experimental para proveer evidencias que expliquen las propiedades coligativas de las soluciones y su importancia en procesos cotidianos (la mantención de frutas y mermeladas en conserva) e industriales (aditivos en el agua de radiadores)
676,677,Ciencias Naturales,10,Química,17, Crear modelos del carbono y explicar sus propiedades como base para la formación de moléculas útiles para los seres vivos (biomoléculas presentes en la célula) y el entorno (hidrocarburos como petróleo y sus derivados), Crear modelos del carbono y explicar sus propiedades como base para la formación de moléculas útiles para los seres vivos (biomoléculas presentes en la célula) y el entorno (hidrocarburos como petróleo y sus derivados)
677,678,Ciencias Naturales,10,Química,18," Desarrollar modelos que expliquen la estereoquímica e isomería de compuestos orgánicos como la glucosa, identificando sus propiedades y su utilidad para los seres vivos"," Desarrollar modelos que expliquen la estereoquímica e isomería de compuestos orgánicos como la glucosa, identificando sus propiedades y su utilidad para los seres vivos"
678,679,Matemáticas,9,Números,1, Calcular operaciones con números racionales en forma simbólica, Calcular operaciones con números racionales en forma simbólica
679,680,Matemáticas,9,Números,2, Mostrar que comprenden las potencias de base racional y exponente entero, Mostrar que comprenden las potencias de base racional y exponente entero
680,681,Matemáticas,9,Álgebra y funciones,3," Desarrollar los productos notables de manera concreta, pictórica y simbólica"," Desarrollar los productos notables de manera concreta, pictórica y simbólica"
681,682,Matemáticas,9,Álgebra y funciones,4," Resolver sistemas de ecuaciones lineales (2x2) relacionados con problemas de la vida diaria y de otras asignaturas, mediante representaciones gráficas y simbólicas, de manera manual y/o con software educativo"," Resolver sistemas de ecuaciones lineales (2x2) relacionados con problemas de la vida diaria y de otras asignaturas, mediante representaciones gráficas y simbólicas, de manera manual y/o con software educativo"
682,683,Matemáticas,9,Álgebra y funciones,5," Graficar relaciones lineales en dos variables de la forma f (x,y) = ax+by; por ejemplo: un haz de rectas paralelas en el plano cartesiano, líneas de nivel en planos inclinados (techo), propagación de olas en el mar y la formación de algunas capas de rocas"," Graficar relaciones lineales en dos variables de la forma f (x,y) = ax+by; por ejemplo: un haz de rectas paralelas en el plano cartesiano, líneas de nivel en planos inclinados (techo), propagación de olas en el mar y la formación de algunas capas de rocas"
683,684,Matemáticas,9,Geometría,6," Desarrollar la fórmula de los valores del área y del perímetro de sectores y segmentos circulares respectivamente, a partir de ángulos centrales de 60°, 90°, 120° y 180°, por medio de representaciones concretas"," Desarrollar la fórmula de los valores del área y del perímetro de sectores y segmentos circulares respectivamente, a partir de ángulos centrales de 60°, 90°, 120° y 180°, por medio de representaciones concretas"
684,685,Matemáticas,9,Geometría,7, Desarrollar las fórmulas para encontrar el área de la superficie y el volumen del cono, Desarrollar las fórmulas para encontrar el área de la superficie y el volumen del cono
685,686,Matemáticas,9,Geometría,8, Mostrar que comprenden el concepto de homotecia, Mostrar que comprenden el concepto de homotecia
686,687,Matemáticas,9,Geometría,9," Desarrollar el teorema de Tales mediante las propiedades de la homotecia, para aplicarlo en la resolución de problemas"," Desarrollar el teorema de Tales mediante las propiedades de la homotecia, para aplicarlo en la resolución de problemas"
687,688,Matemáticas,9,Geometría,10, Aplicar propiedades de semejanza y de proporcionalidad a modelos a escala y otras situaciones de la vida diaria y otras asignaturas, Aplicar propiedades de semejanza y de proporcionalidad a modelos a escala y otras situaciones de la vida diaria y otras asignaturas
688,689,Matemáticas,9,Geometría,11,"Representar el concepto de homotecia de forma vectorial, relacionándolo con el producto de un vector por un escalar, de manera manual y/o con software educativo","Representar el concepto de homotecia de forma vectorial, relacionándolo con el producto de un vector por un escalar, de manera manual y/o con software educativo"
689,690,Matemáticas,9,Probabilidad y estadística,12," Registrar distribuciones de dos características distintas, de una misma población, en una tabla de doble entrada y en una nube de puntos"," Registrar distribuciones de dos características distintas, de una misma población, en una tabla de doble entrada y en una nube de puntos"
690,691,Matemáticas,9,Probabilidad y estadística,13," Comparar poblaciones mediante la confección de gráficos “xy” para dos atributos de muestras, de manera concreta y pictórica"," Comparar poblaciones mediante la confección de gráficos “xy” para dos atributos de muestras, de manera concreta y pictórica"
691,692,Matemáticas,9,Probabilidad y estadística,14," Desarrollar las reglas de las probabilidades , la regla aditiva , la regla multiplicativa y la combinación de ambas, de manera concreta, pictórica y simbólica, de manera manual y/o con software educativo, en el contexto de la resolución de problemas"," Desarrollar las reglas de las probabilidades , la regla aditiva , la regla multiplicativa y la combinación de ambas, de manera concreta, pictórica y simbólica, de manera manual y/o con software educativo, en el contexto de la resolución de problemas"
692,693,Matemáticas,9,Probabilidad y estadística,15, Mostrar que comprenden el concepto de azar, Mostrar que comprenden el concepto de azar
693,694,Matemáticas,10,Números,1, Realizar cálculos y estimaciones que involucren operaciones con números reales, Realizar cálculos y estimaciones que involucren operaciones con números reales
694,695,Matemáticas,10,Números,2," Mostrar que comprenden las relaciones entre potencias, raíces enésimas y logaritmos"," Mostrar que comprenden las relaciones entre potencias, raíces enésimas y logaritmos"
695,696,Matemáticas,10,Álgebra y funciones,3, Mostrar que comprenden la función cuadrática f(x) = ax2 + bx + c: (a0), Mostrar que comprenden la función cuadrática f(x) = ax2 + bx + c: (a0)
696,697,Matemáticas,10,Álgebra y funciones,4," Resolver, de manera concreta, pictórica y simbólica o usando herramientas tecnológicas, ecuaciones cuadráticas de la forma"," Resolver, de manera concreta, pictórica y simbólica o usando herramientas tecnológicas, ecuaciones cuadráticas de la forma"
697,698,Matemáticas,10,Álgebra y funciones,5, Mostrar que comprenden la inversa de una función, Mostrar que comprenden la inversa de una función
698,699,Matemáticas,10,Álgebra y funciones,6, Explicar el cambio porcentual constante en intervalos de tiempo, Explicar el cambio porcentual constante en intervalos de tiempo
699,700,Matemáticas,10,Geometría,7, Desarrollar las fórmulas del área de la superficie y del volumen de la esfera, Desarrollar las fórmulas del área de la superficie y del volumen de la esfera
700,701,Matemáticas,10,Geometría,8," Mostrar que comprenden las razones trigonométricas de seno, coseno y tangente en triángulos rectángulos"," Mostrar que comprenden las razones trigonométricas de seno, coseno y tangente en triángulos rectángulos"
701,702,Matemáticas,10,Geometría,9, Aplicar las razones trigonométricas en diversos contextos en la composición y descomposición de vectores y determinar las proyecciones de vectores, Aplicar las razones trigonométricas en diversos contextos en la composición y descomposición de vectores y determinar las proyecciones de vectores
702,703,Matemáticas,10,Probabilidad y estadística,10, Mostrar que comprenden las variables aleatorias finitas, Mostrar que comprenden las variables aleatorias finitas
703,704,Matemáticas,10,Probabilidad y estadística,11, Utilizar permutaciones y la combinatoria sencilla para calcular probabilidades, Utilizar permutaciones y la combinatoria sencilla para calcular probabilidades
704,705,Matemáticas,10,Probabilidad y estadística,12, Mostrar que comprenden el rol de la probabilidad en la sociedad, Mostrar que comprenden el rol de la probabilidad en la sociedad
705,706,Ciencias Naturales,11,Estructura y Función de los Seres Vivos,5,Coordinación e integración de los sistemas a nivel hormonal -nervioso," Descripción del control hormonal y nervioso en la coordinación e integración de respuestas adaptativas del organismo frente a cambios que modifican su estado de equilibrio, por ejemplo, el estrés, los cambios transitorios o estacionales de la temperatura ambiente"
706,707,Ciencias Naturales,11,Estructura y Función de los Seres Vivos,6,Neuronas y función sistema nervioso," Identificación de la neurona como la unidad estructural y funcional del sistema nervioso, su conectividad y su participación en la regulación e integración de funciones sistémicas como, por ejemplo, la circulación y la respiración"
707,708,Ciencias Naturales,11,Estructura y Función de los Seres Vivos,7,Estructura y función del ojo," Descripción de la capacidad de los órganos de los sentidos de informar al organismo sobre las variaciones del entorno, permitiéndole a éste adaptarse a los cambios, reconociendo, por ejemplo, esta capacidad en la estructura y función de un receptor sensorial como el ojo"
708,709,Ciencias Naturales,11,Estructura y Función de los Seres Vivos,8,Transformación de información del entorno con sustancias químicas.," Explicación de la transformación de información del entorno (por ejemplo, luz, vibración) en un mensaje nervioso de naturaleza electroquímica comprensible por nuestro cerebro y cómo esta transformación puede ser perturbada por sustancias químicas (por ej tetrahidrocanabinol, alcohol, nicotina)"
709,710,Ciencias Naturales,11,"Organismos, ambiente y sus interacciones",9,Mecanismos de evolución," Descripción de los mecanismos de evolución: mutación y recombinación génica, deriva génica, flujo genético, apareamiento no aleatorio y selección natural"
710,711,Ciencias Naturales,11,"Organismos, ambiente y sus interacciones",10,Formación de especies, Descripción del efecto que tienen en la formación de especies los procesos de divergencia genética de las poblaciones y del aislamiento de éstas
711,712,Ciencias Naturales,11,"Organismos, ambiente y sus interacciones",11,Evidencias de la evolución orgánica," Identificación de las principales evidencias de la evolución orgánica evolución orgánica obtenidas mediante métodos oobtenidas mediante métodos o aproximaciones como el registro fósil, la biogeografía, la anatomía y embriología comparada y el análisis molecular"
712,713,Ciencias Naturales,11,"Organismos, ambiente y sus interacciones",12,Teoría de Darwin en relación a otras teorías.," Análisis del impacto científico y cultural de la teoría de Darwin-Wallace en relación con teorías evolutivas como el fijismo, el creacionismo, el catastrofismo, el evolucionismo"
713,714,Ciencias Naturales,12,Estructura y Función de los Seres Vivos,6,"Descripción del modelo de la doble hebra del ADN de Watson y Crick, la universalidad del código genético y su relevancia en la replicación y transcripción del material genético desde el gen a la síntesis de proteínas.","Descripción del modelo de la doble hebra del ADN de Watson y Crick, la universalidad del código genético y su relevancia en la replicación y transcripción del material genético desde el gen a la síntesis de proteínas."
714,715,Ciencias Naturales,12,Estructura y Función de los Seres Vivos,7," Establecimiento de relaciones entre mutación, proteínas y enfermedad, analizando aplicaciones de la ingeniería genética en la salud, tales como la clonación, la terapia génica, la producción de hormonas."," Establecimiento de relaciones entre mutación, proteínas y enfermedad, analizando aplicaciones de la ingeniería genética en la salud, tales como la clonación, la terapia génica, la producción de hormonas."
715,716,Ciencias Naturales,12,Estructura y Función de los Seres Vivos,8,"Análisis comparativo del sistema inmune innato (inespecífico) y del adaptativo (específico): origen, propiedades y componentes, incluyendo los anticuerpos, la selección clonal, la tolerancia inmunológica, la memoria y la especificidad.","Análisis comparativo del sistema inmune innato (inespecífico) y del adaptativo (específico): origen, propiedades y componentes, incluyendo los anticuerpos, la selección clonal, la tolerancia inmunológica, la memoria y la especificidad."
716,717,Ciencias Naturales,12,Estructura y Función de los Seres Vivos,9,"Explicación del funcionamiento de los mecanismos defensivos en el SIDA, las alergias, la autoinmunidad, los transplantes de órganos y la inmunización artificial (vacunas), valorando el desarrollo de estas aplicaciones terapéuticas.","Explicación del funcionamiento de los mecanismos defensivos en el SIDA, las alergias, la autoinmunidad, los transplantes de órganos y la inmunización artificial (vacunas), valorando el desarrollo de estas aplicaciones terapéuticas."
717,718,Ciencias Naturales,12,"Organismos, ambiente y sus interacciones
",10,Descripción de los principios básicos de la biología de la conservación y manejo sustentable de recursos renovables. ,Descripción de los principios básicos de la biología de la conservación y manejo sustentable de recursos renovables. 
718,719,Ciencias Naturales,12,"Organismos, ambiente y sus interacciones
",11,Descripción del efecto de la actividad humana en la modificación de la biodiversidad a través de ejemplos concretos en algunos ecosistemas.,Descripción del efecto de la actividad humana en la modificación de la biodiversidad a través de ejemplos concretos en algunos ecosistemas.
719,720,Ciencias Naturales,12,"Organismos, ambiente y sus interacciones
",12,Análisis del problema del crecimiento poblacional humano a nivel mundial en relación con las tasas de consumo y los niveles de vida.,Análisis del problema del crecimiento poblacional humano a nivel mundial en relación con las tasas de consumo y los niveles de vida.
720,721,Ciencias Naturales,12,"Organismos, ambiente y sus interacciones
",13,Descripción de los efectos del calentamiento global en el ambiente y en las relaciones entre los organismos.,Descripción de los efectos del calentamiento global en el ambiente y en las relaciones entre los organismos.
721,722,Ciencias Naturales,11,Fuerza y Movimiento,5,Movimiento circunferencial, Descripción cuantitativa del movimiento circunferencial uniforme en términos de sus magnitudes características.
722,723,Ciencias Naturales,11,Fuerza y Movimiento,6,Ley de conservación del momento angular,Aplicación cuantitativa de la ley de conservación del momento angular para describir y explicar la rotación de los cuerpos rígidos en situaciones cotidianas.
723,724,Ciencias Naturales,11,Fuerza y Movimiento,7,Relación entre torque y rotación para explicar giros,"Aplicación elemental de la relación entre torque y rotación para explicar el giro de ruedas, la apertura y el cierre de puertas, entre otros."
724,725,Ciencias Naturales,11,Fuerza y Movimiento,8,Propiedades básicas de fluido,Identificación de las propiedades básicas de un fluido y aplicación de la ecuación fundamental de la hidrostática en el aire y en distintos líquidos.
725,726,Ciencias Naturales,11,Fuerza y Movimiento,9,Principios de Arquímedes y Pascal para explicar fenómenos naturales,"Aplicación de los principios de Arquímedes y Pascal para explicar fenómenos naturales y el funcionamiento de máquinas hidráulicas y la flotabilidad de barcos, submarinos y globos aerostáticos, entre otros."
726,727,Ciencias Naturales,11,Fuerza y Movimiento,10,Ley de Bernoulli para explicar fenómenos,"Aplicación cualitativa de la ley de Bernoulli para explicar fenómenos como el efecto estabilizador de los alerones en autos de carrera o el funcionamiento de los atomizadores, entre otros."
727,728,Ciencias Naturales,11,Tierra y Universo,11,Mecanismos de evolución físico-químicos para explicar fenómenos que afectan al planeta,"Reconocimiento de los mecanismos físico-químicos que permiten explicar fenómenos que afectan la atmósfera, la litosfera y la hidrosfera (calentamiento global, reducción de la capa de ozono, aumento del nivel de los mares, etc.) y de la responsabilidad humana en el origen de dichos fenómenos."
728,729,Ciencias Naturales,11,Tierra y Universo,12,Alternativas de uso eficiente de recursos, Reconocimiento de alternativas de uso eficiente de los recursos energéticos para atenuar sus consecuencias ambientales. 
729,730,Ciencias Naturales,12,"Fuerza y Movimiento
",6,"Reconocimiento de semejanzas y diferencias entre la ley de Coulomb y la ley de gravitación universal de Newton: ámbitos de aplicabilidad, magnitudes relativas y analogías formales entre ambas leyes.","Reconocimiento de semejanzas y diferencias entre la ley de Coulomb y la ley de gravitación universal de Newton: ámbitos de aplicabilidad, magnitudes relativas y analogías formales entre ambas leyes."
730,731,Ciencias Naturales,12,"Fuerza y Movimiento
",7,"Verificación experimental y representación gráfica de la ley de Ohm y aplicación elemental de la relación entre corriente, potencia y voltaje en el cálculo de consumo doméstico de energía eléctrica.
","Verificación experimental y representación gráfica de la ley de Ohm y aplicación elemental de la relación entre corriente, potencia y voltaje en el cálculo de consumo doméstico de energía eléctrica.
"
